track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s,class
Elastic Heart,Sia,0.643,0.786,9,-4.988,1,0.0369,0.0114,6.5E-06,0.153,0.454,130.058,256.707,1
Photograph,Ed Sheeran,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258.987,1
How Deep Is Your Love,Calvin Harris,0.725,0.863,4,-4.355,0,0.0666,0.0383,0.00432,0.388,0.354,121.975,213.04,1
What Do You Mean?,Justin Bieber,0.847,0.61,5,-7.134,0,0.0966,0.669,0.000251,0.0917,0.791,125.026,205.031,1
Runaway (U & I),Galantis,0.488,0.764,10,-5.112,0,0.0436,0.008,0.00364,0.0916,0.449,125.986,225.692,1
Stole the Show,Kygo,0.676,0.662,8,-6.08,0,0.172,0.154,0,0.152,0.44,99.879,222.801,1
The Nights,Avicii,0.539,0.846,6,-5.209,1,0.0435,0.0186,0,0.258,0.688,125.935,177.627,1
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,190.186,1
The Hills,The Weeknd,0.58,0.565,0,-7.065,0,0.0488,0.0671,0,0.135,0.138,112.986,242.253,1
Waiting For Love,Avicii,0.577,0.741,6,-3.83,0,0.0501,0.298,0,0.142,0.581,128.081,230.613,1
Stay With Me,Sam Smith,0.5,0.418,0,-6.535,1,0.0377,0.566,0.000193,0.11,0.176,84.899,172.724,1
Chandelier,Sia,0.381,0.763,1,-3.412,1,0.061,0.0268,1.91E-05,0.0622,0.617,117.884,216.04,1
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43E-06,0.623,0.78,123.002,189.399,1
Budapest,George Ezra,0.717,0.455,5,-8.303,1,0.0276,0.0846,0,0.11,0.389,127.81,200.733,1
Heroes (We Could Be) [feat. Tove Lo],Alesso,0.51,0.744,5,-4.634,1,0.0774,0.0376,0,0.196,0.354,125.944,210.362,1
Wish You Were Mine - Radio Edit,Philip George,0.654,0.811,7,-4.129,0,0.0294,0.011,0.0572,0.107,0.369,123.017,177.546,1
Like I Can,Sam Smith,0.681,0.627,7,-5.456,0,0.0403,0.499,1.25E-06,0.123,0.494,99.908,164.093,1
Hey Mama (feat. Nicki Minaj & Afrojack),David Guetta,0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,192.56,1
Jealous - Remix,Nick Jonas,0.685,0.709,11,-3.578,0,0.0748,0.0132,0,0.452,0.504,93.047,222.213,1
Let It Go,James Bay,0.572,0.301,1,-10.45,1,0.0289,0.793,1.72E-05,0.107,0.295,147.122,262.107,1
Time Of Our Lives,Ne-Yo & Pitbull,0.718,0.79,1,-5.789,1,0.0617,0.0908,0,0.712,0.705,124.025,229.345,1
I Really Like You,Carly Rae Jepsen,0.624,0.819,5,-4.697,1,0.0416,0.00575,0.000105,0.256,0.545,122.064,204.773,1
Ain't Nobody (Loves Me Better),Felix Jaehn,0.771,0.567,2,-7.018,0,0.0314,0.664,6.55E-05,0.0695,0.436,117.97,185.933,1
Five More Hours - Deorro x Chris Brown,Deorro,0.695,0.811,7,-6.175,0,0.285,0.036,0,0.798,0.557,127.939,212.4,1
Somebody,Natalie La Rose,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25E-05,0.0656,0.735,104.99,189.907,1
Rather Be (feat. Jess Glynne),Clean Bandit,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03E-06,0.193,0.549,120.97,227.833,1
House Every Weekend,David Zowie,0.783,0.585,0,-6.43,0,0.0535,0.325,0,0.109,0.405,122.018,182.416,1
Outside,Calvin Harris,0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,227.267,1
Black Magic,Little Mix,0.775,0.885,4,-5.023,1,0.061,0.033,0,0.312,0.82,111.997,212.72,1
Not Letting Go (feat. Jess Glynne),Tinie Tempah,0.771,0.862,8,-3.526,1,0.126,0.0154,0,0.111,0.571,102,229.9,1
When the Beat Drops Out,Marlon Roudette,0.613,0.647,5,-7.658,0,0.0576,0.238,0,0.0992,0.354,109.128,204.027,1
Marvin Gaye (feat. Meghan Trainor),Charlie Puth,0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110.015,190.453,1
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",Flo Rida,0.854,0.766,9,-4.697,0,0.141,0.0242,0,0.0793,0.784,118.004,224.258,1
Bang Bang,Jessie J,0.708,0.752,0,-4.401,0,0.0886,0.267,0,0.377,0.733,150.058,199.373,1
Don't,Ed Sheeran,0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95.049,219.84,1
One Last Time,Ariana Grande,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65E-06,0.096,0.104,125.026,197.267,1
Shine,Years & Years,0.667,0.716,1,-5.21,0,0.0349,0.189,0,0.104,0.493,108.002,255.507,1
Up,Olly Murs,0.691,0.851,9,-4.689,1,0.0339,0.02,0,0.178,0.657,114.974,223.067,1
Lips Are Movin,Meghan Trainor,0.773,0.849,7,-5.415,1,0.0476,0.0499,1.01E-06,0.127,0.913,139.068,178.733,1
Bills,LunchMoney Lewis,0.699,0.747,5,-3.453,1,0.0964,0.274,0,0.486,0.683,126.001,204.6,1
Don't Be so Hard on Yourself,Jess Glynne,0.571,0.815,6,-3.267,1,0.0321,0.0608,0,0.163,0.664,120.008,211.46,1
I Don't Mind (feat. Juicy J),Usher,0.872,0.465,4,-8.335,1,0.174,0.199,0,0.0902,0.46,112.958,251.989,1
Real Love,Clean Bandit,0.63,0.848,0,-4.592,1,0.0428,0.0834,4.34E-06,0.205,0.551,124.987,219.692,1
I'm Not The Only One,Sam Smith,0.688,0.474,5,-5.894,1,0.0344,0.49,4.48E-06,0.0846,0.482,81.976,239.317,1
Drag Me Down,One Direction,0.723,0.711,0,-5.576,0,0.0378,0.0997,0,0.0528,0.606,138.098,192.107,1
Blame (feat. John Newman),Calvin Harris,0.412,0.859,0,-4.095,0,0.0852,0.0282,0.00715,0.404,0.369,127.934,214.427,1
Lay Me Down - Single Version,Sam Smith,0.459,0.179,4,-10.931,1,0.038,0.916,0,0.121,0.273,127.867,219.045,1
Easy Love,Sigala,0.688,0.889,9,-4.311,1,0.0571,0.0972,0.000397,0.0964,0.573,124.04,227.024,1
Hotline Bling,Drake,0.896,0.623,2,-8.008,1,0.0571,0.00257,0.000258,0.039,0.585,134.962,267.024,1
Riptide,Vance Joy,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,204.28,1
Someone New,Hozier,0.593,0.529,7,-6.036,1,0.0326,0.416,3.21E-06,0.105,0.592,92.024,224.84,1
What I did for Love (feat. Emeli Sandé),David Guetta,0.494,0.721,2,-4.855,1,0.0416,0.107,0,0.119,0.356,128.1,207.2,1
All About That Bass,Meghan Trainor,0.805,0.888,9,-3.594,1,0.0514,0.0574,4.75E-06,0.102,0.95,134.043,187.173,1
Worth It (feat. Kid Ink),Fifth Harmony,0.881,0.736,8,-4.917,1,0.0965,0.0655,5.42E-06,0.122,0.553,99.987,224.08,1
Show Me Love,Sam Feldt,0.589,0.613,0,-5.034,1,0.0327,0.568,0,0.0675,0.19,114.853,181.867,1
Intoxicated - Radio Edit,Martin Solveig,0.799,0.642,0,-5.675,1,0.0389,0.00405,0.00384,0.132,0.57,125.006,159.613,1
Sing,Ed Sheeran,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22E-06,0.0601,0.939,119.988,235.382,1
I See Fire,Ed Sheeran,0.632,0.056,10,-20.57,0,0.036,0.546,0,0.0819,0.228,76.03,300.747,1
Peanut Butter Jelly,Galantis,0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,203.133,1
Freak Of The Week,Krept & Konan,0.761,0.56,11,-6.913,0,0.252,0.0191,0,0.267,0.534,95.027,225.12,1
Bloodstream,Ed Sheeran,0.66,0.316,3,-11.567,0,0.0364,0.529,0.000294,0.104,0.543,91.207,300.253,1
All Cried Out (feat. Alex Newell) - Radio Edit,Blonde,0.657,0.757,0,-5.257,0,0.0584,0.428,0,0.0728,0.672,122.056,170.716,1
Good For You,Selena Gomez,0.6,0.676,5,-6.447,0,0.0652,0.154,0,0.0741,0.217,88.928,221.56,1
Waves - Robin Schulz Radio Edit,Mr. Probz,0.828,0.508,5,-9.419,0,0.0366,0.00752,0.000774,0.0944,0.459,119.974,207.4,1
Dear Future Husband,Meghan Trainor,0.657,0.776,1,-4.964,1,0.154,0.366,0,0.277,0.84,79.477,185.08,1
Hello,Adele,0.471,0.431,5,-6.129,0,0.0342,0.329,0,0.0854,0.289,157.98,295.502,1
Gravity - Radio Edit,DJ Fresh,0.512,0.775,5,-2.223,0,0.036,0.21,0,0.135,0.579,153.699,197.671,1
Do It Again,Pia Mia,0.712,0.564,8,-6.527,1,0.047,0.0266,0,0.0874,0.411,95.95,207.747,1
Cool Kids,Echosmith,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21E-06,0.12,0.786,130.027,237.627,1
Trouble,Iggy Azalea,0.96,0.707,7,-3.801,1,0.16,0.109,0,0.08,0.686,106.002,166.56,1
Believe,Mumford & Sons,0.366,0.685,11,-5.91,0,0.0437,0.0343,0.0248,0.232,0.369,113.706,220.867,1
Dangerous (feat. Sam Martin),David Guetta,0.466,0.747,4,-4.838,0,0.0795,0.417,9.76E-06,0.107,0.43,92.161,203.641,1
Fight Song,Rachel Platten,0.639,0.707,7,-5.062,1,0.0739,0.0881,0,0.176,0.352,87.944,204.067,1
Locked Away,R. City,0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,227.48,1
All of Me,John Legend,0.517,0.273,8,-6.914,1,0.0281,0.92,0,0.136,0.352,83.975,269.187,1
Blame It on Me,George Ezra,0.526,0.719,3,-4.472,1,0.0281,0.435,0,0.32,0.467,103.849,196.627,1
Watch Me (Whip / Nae Nae),Silentó,0.775,0.861,8,-6.741,1,0.0501,0.1,5.2E-06,0.324,0.964,139.989,184.387,1
Omen - Radio Edit,Disclosure,0.671,0.786,8,-4.857,1,0.14,0.115,0,0.363,0.621,106.057,196.817,1
Heartbeat Song,Kelly Clarkson,0.49,0.798,6,-3.66,1,0.0489,0.0137,0,0.0627,0.479,149.109,198.733,1
One Dance,Drake,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173.987,1
7 Years,Lukas Graham,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,237.3,1
Cheap Thrills,Sia,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211.667,1
I Took A Pill In Ibiza,Mike Posner,0.636,0.319,10,-10.065,1,0.0718,0.618,1.7E-06,0.125,0.378,74.109,280.8,1
This Is What You Came For,Calvin Harris,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222.16,1
Lush Life,Zara Larsson,0.694,0.712,7,-3.923,0,0.046,0.133,0,0.211,0.799,98.022,201.122,1
Closer,The Chainsmokers,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244.96,1
Love Yourself,Justin Bieber,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233.72,1
Work,Rihanna,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,219.32,1
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.669,0.832,0,-5.72,1,0.0682,0.0106,0,0.0968,0.7,113.035,237.547,1
Stitches,Shawn Mendes,0.746,0.754,1,-6.681,1,0.067,0.0152,0,0.0486,0.764,149.882,206.88,1
Dancing On My Own,Calum Scott,0.682,0.173,1,-8.749,1,0.0314,0.839,3.26E-05,0.0983,0.236,112.663,260.285,1
Fast Car,Jonas Blue,0.644,0.57,9,-6.994,1,0.052,0.484,0,0.299,0.527,113.945,212.424,1
Cold Water,Major Lazer,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185.36,1
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94E-06,0.0644,0.593,105.017,214.48,1
Sorry,Justin Bieber,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200.787,1
Don't Let Me Down,The Chainsmokers,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208.373,1
Too Good,Drake,0.793,0.653,7,-7.839,1,0.103,0.0484,4.91E-05,0.1,0.393,117.993,263.373,1
Say You Won't Let Go,James Arthur,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211.467,1
Light It Up,Major Lazer,0.338,0.963,0,-2.582,1,0.162,0.0198,0.00459,0.194,0.621,179.6,198.719,1
Hymn for the Weekend,Coldplay,0.49,0.743,0,-5.155,0,0.0409,0.255,7.21E-06,0.3,0.363,89.974,258.827,1
This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59E-05,0.226,0.466,121.985,195.547,1
Cake By The Ocean,DNCE,0.774,0.753,4,-5.445,0,0.0517,0.153,0,0.0371,0.896,119.002,219.147,1
PILLOWTALK,ZAYN,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,202.747,1
Let Me Love You,DJ Snake,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,205.947,1
Girls Like (feat. Zara Larsson),Tinie Tempah,0.916,0.804,0,-3.406,1,0.049,0.37,1.18E-05,0.0812,0.538,120.028,196,1
Treat You Better,Shawn Mendes,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187.973,1
Faded,Alan Walker,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2E-06,0.111,0.166,90.011,212.627,1
Perfect Strangers,Jonas Blue,0.73,0.861,1,-4.1,1,0.0451,0.39,0,0.213,0.704,117.965,196.613,1
No Money,Galantis,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,189.127,1
Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,202.333,1
"i hate u, i love u (feat. olivia o'brien)",gnash,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,251.034,1
Tears (feat. Louisa Johnson),Clean Bandit,0.605,0.77,5,-3.645,0,0.0446,0.0431,0,0.159,0.298,130.037,225.915,1
Starboy,The Weeknd,0.678,0.588,7,-7.015,1,0.276,0.141,6.35E-06,0.137,0.486,186.005,230.453,1
What Do You Mean?,Justin Bieber,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205.68,1
Panda,Desiigner,0.685,0.731,10,-5.503,0,0.414,0.0292,0,0.369,0.266,145.245,247.867,1
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,251.088,1
Heathens,Twenty One Pilots,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,195.92,1
Shout Out to My Ex,Little Mix,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23E-06,0.11,0.8,126.014,246.24,1
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,0.689,0.521,0,-5.845,1,0.132,0.119,8.41E-05,0.108,0.178,95.055,229.747,1
Secret Love Song (feat. Jason Derulo),Little Mix,0.534,0.642,9,-3.971,1,0.0504,0.259,0,0.29,0.131,92.963,249.813,1
Adventure of a Lifetime,Coldplay,0.638,0.924,7,-3.887,1,0.0359,0.00205,0.000173,0.149,0.529,111.995,263.787,1
Controlla,Drake,0.611,0.468,10,-11.084,0,0.179,0.0781,0,0.101,0.349,92.092,245.227,1
"Me, Myself & I",G-Eazy,0.757,0.672,0,-6.524,0,0.0955,0.0186,0,0.158,0.382,111.996,251.467,1
History,One Direction,0.655,0.699,11,-4.421,1,0.0493,0.0352,0,0.064,0.802,86.704,187.427,1
Into You,Ariana Grande,0.623,0.734,9,-5.95,1,0.107,0.0162,1.9E-06,0.145,0.372,107.853,244.453,1
Middle,DJ Snake,0.579,0.739,9,-4.063,1,0.0414,0.0157,0,0.0536,0.197,104.769,220.573,1
Hello,Adele,0.481,0.451,5,-6.095,0,0.0347,0.336,0,0.0872,0.289,157.966,295.493,1
Side To Side,Ariana Grande,0.65,0.736,6,-5.84,0,0.229,0.0513,0,0.235,0.612,159.174,226.16,1
The Greatest (feat. Kendrick Lamar),Sia,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,210.227,1
Sexual,NEIKED,0.797,0.567,2,-7.503,1,0.0651,0.0692,0,0.0705,0.843,108.024,188.889,1
Sex,Cheat Codes,0.51,0.692,0,-5.825,1,0.171,0.00451,0,0.138,0.209,102.42,228.361,1
Send My Love (To Your New Lover),Adele,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16E-06,0.17,0.562,164.023,223.08,1
Don't Mind,Kent Jones,0.464,0.771,8,-4.503,1,0.336,0.0235,0,0.063,0.69,158.777,198.237,1
Never Forget You,Zara Larsson,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,213.428,1
Alarm,Anne-Marie,0.756,0.589,0,-5.093,1,0.232,0.0812,0,0.176,0.811,146.928,205.593,1
Starving,Hailee Steinfeld,0.729,0.615,4,-4.238,1,0.0647,0.378,0,0.105,0.508,99.989,181.88,1
When We Were Young,Adele,0.381,0.594,3,-5.97,1,0.0486,0.348,0,0.0925,0.273,143.86,290.907,1
The Girl Is Mine feat. Destiny's Child & Brandy,99 Souls,0.683,0.943,9,-3.6,1,0.0397,0.00422,0.0978,0.0355,0.707,118.99,216.613,1
In the Name of Love,Martin Garrix,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,195.707,1
We Don't Talk Anymore,Charlie Puth,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,217.707,1
Roses,The Chainsmokers,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226.739,1
Hair,Little Mix,0.712,0.835,7,-4.676,1,0.0487,0.00623,1.68E-06,0.843,0.741,153.956,233.827,1
Sweet Lovin' (feat. Bryn Christopher) - Original Mix,Sigala,0.685,0.909,10,-1.214,1,0.0584,0.0573,3.88E-06,0.33,0.675,124.963,203.387,1
My Way,Calvin Harris,0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72E-05,0.161,0.536,119.989,219.16,1
Good Grief,Bastille,0.73,0.758,1,-4.888,1,0.0653,0.147,0,0.311,0.877,120.041,206.493,1
Hands To Myself,Selena Gomez,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44E-06,0.342,0.466,111.016,200.68,1
24K Magic,Bruno Mars,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225.983,1
Dangerous Woman,Ariana Grande,0.662,0.602,4,-5.369,0,0.0401,0.0529,0,0.356,0.29,133.969,235.947,1
When the Bassline Drops,Craig David,0.755,0.845,6,-4.619,0,0.0443,0.0416,0.000348,0.0876,0.488,132.042,185.2,1
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,0.502,0.786,9,-4.378,0,0.317,0.255,0,0.65,0.739,169.021,243.491,1
Needed Me,Rihanna,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,191.6,1
Nothing Like This,Blonde,0.724,0.846,8,-4.683,0,0.0373,0.1,0,0.054,0.945,124.006,183.646,1
Final Song,MØ,0.695,0.672,1,-6.109,0,0.0345,0.014,8.44E-05,0.0756,0.245,104.988,235.827,1
Hotter Than Hell,Dua Lipa,0.532,0.868,3,-4.23,0,0.0908,0.011,0,0.0584,0.529,110.127,187.958,1
Say You Do,Sigala,0.488,0.905,7,-3.14,1,0.06,0.00227,0.00431,0.34,0.589,173.959,202.507,1
The Hills,The Weeknd,0.58,0.565,0,-7.065,0,0.0488,0.0671,0,0.135,0.138,112.986,242.253,1
One Call Away,Charlie Puth,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,194.453,1
Can't Feel My Face,The Weeknd,0.705,0.769,9,-5.526,0,0.0426,0.112,0,0.105,0.59,107.939,213.52,1
Stay (feat. Maty Noyes),Kygo,0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103.027,239.465,1
Chandelier,Sia,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,216.12,1
How Deep Is Your Love,Calvin Harris,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,212.64,1
Get Ugly,Jason Derulo,0.75,0.683,9,-4.829,0,0.12,0.0462,1.32E-06,0.297,0.539,111.066,200.492,1
You Don't Know Love,Olly Murs,0.676,0.655,2,-5.705,0,0.0496,0.00091,0,0.224,0.371,118.673,198.48,1
Bang My Head (feat. Sia & Fetty Wap),David Guetta,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,193.333,1
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.783,0.61,7,-6.124,1,0.0696,0.343,0,0.0983,0.418,100.047,214.265,1
You Don't Own Me (feat. G-Eazy),SAYGRACE,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79E-06,0.0599,0.261,186.249,201.493,1
Sugar (feat. Francesco Yates),Robin Schulz,0.636,0.815,5,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,219.043,1
NO,Meghan Trainor,0.557,0.801,1,-3.602,0,0.218,0.0125,1.66E-06,0.737,0.654,92.135,213.507,1
Hotline Bling,Drake,0.891,0.625,2,-7.861,1,0.0558,0.00261,0.000176,0.0504,0.548,134.967,267.067,1
The Sound,The 1975,0.646,0.938,0,-4.735,1,0.0754,0.0875,6.52E-06,0.447,0.545,120.708,248.88,1
Lean On,Major Lazer,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176.561,1
Shut Up,Stormzy,0.468,0.823,4,-3.973,1,0.466,0.81,0,0.598,0.941,74.457,179.564,1
Shut Up and Dance,WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199.08,1
Black Beatles,Rae Sremmurd,0.794,0.632,0,-6.163,1,0.0649,0.142,0,0.128,0.355,145.926,291.893,1
Eyes Shut,Years & Years,0.593,0.671,0,-6.956,1,0.0409,0.54,0,0.123,0.195,97.935,198.227,1
In2,WSTRN,0.553,0.662,8,-6.454,0,0.129,0.342,0,0.141,0.561,98.368,242.121,1
"Still Falling For You - From ""Bridget Jones's Baby""",Ellie Goulding,0.473,0.518,1,-8.1,1,0.0405,0.553,1.26E-06,0.111,0.18,96.129,240.867,1
Let It Go,James Bay,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65E-05,0.107,0.246,147.464,260.533,1
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,0.632,0.701,7,-5.921,1,0.146,0.0114,0,0.108,0.497,162.958,215.414,1
Shape of You,Ed Sheeran,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233.713,1
Despacito - Remix,Luis Fonsi,0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.085,228.827,1
Castle on the Hill,Ed Sheeran,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14E-05,0.14,0.471,135.007,261.154,1
Unforgettable,French Montana,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233.902,1
Galway Girl,Ed Sheeran,0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,170.827,1
Perfect,Ed Sheeran,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263.4,1
Symphony (feat. Zara Larsson),Clean Bandit,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6E-05,0.138,0.457,122.863,212.459,1
Human,Rag'n'Bone Man,0.602,0.707,11,-4.097,1,0.302,0.393,0,0.165,0.554,75.09,200.187,1
Something Just Like This,The Chainsmokers,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247.16,1
You Don't Know Me,Jax Jones,0.877,0.658,11,-6.055,0,0.132,0.163,0,0.108,0.693,123.999,213.947,1
New Rules,Dua Lipa,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,209.32,1
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984,288.877,1
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,0.613,0.681,8,-3.089,1,0.0778,0.0287,0,0.126,0.619,97.621,204.664,1
Mama,Jonas Blue,0.738,0.794,11,-4.118,0,0.0416,0.101,0,0.0533,0.566,104.014,184.134,1
Solo Dance,Martin Jensen,0.746,0.846,9,-2.432,1,0.048,0.0485,0,0.195,0.403,114.955,174.933,1
There's Nothing Holdin' Me Back,Shawn Mendes,0.866,0.813,11,-4.063,0,0.0554,0.38,0,0.0779,0.969,121.998,199.44,1
Touch,Little Mix,0.607,0.718,4,-4.095,1,0.0978,0.032,0,0.403,0.551,101.821,213.307,1
Havana (feat. Young Thug),Camila Cabello,0.765,0.523,2,-4.333,1,0.03,0.184,3.56E-05,0.132,0.394,104.988,217.307,1
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,216.409,1
Strip That Down,Liam Payne,0.874,0.497,6,-5.484,1,0.0562,0.22,0,0.0761,0.542,106.023,204.502,1
Did You See,J Hus,0.579,0.579,11,-6.787,0,0.394,0.387,0,0.17,0.842,104.757,181.413,1
rockstar (feat. 21 Savage),Post Malone,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,218.147,1
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,251.088,1
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,223.413,1
It Ain’t Me (with Selena Gomez),Kygo,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220.781,1
Attention,Charlie Puth,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33E-05,0.134,0.797,100.066,208.787,1
Call On Me,Starley,0.791,0.654,0,-7.109,1,0.0417,0.126,0,0.0839,0.5,97.995,161.633,1
Pretty Girl,Maggie Lindemann,0.456,0.764,10,-3.584,1,0.148,0.298,0,0.229,0.383,124.971,219.429,1
September Song,JP Cooper,0.614,0.615,0,-6.7,0,0.0444,0.054,0,0.0921,0.374,95.941,220.291,1
Passionfruit,Drake,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298.941,1
Your Song,Rita Ora,0.855,0.624,1,-4.093,1,0.0488,0.158,0,0.0513,0.962,117.959,180.757,1
Paris,The Chainsmokers,0.646,0.644,2,-6.763,1,0.031,0.0243,0,0.0888,0.251,99.999,221.52,1
Power,Little Mix,0.566,0.855,7,-4.016,1,0.211,0.0367,0.000162,0.181,0.513,172.977,247.84,1
